嬉	4
骈	1
莎	18
休	41
源	112
吗	720
匙	2
帛	2
渭	3
鲜	67
实	361
蜡	6
肤	6
氧	32
侦	10
瘫	10
锭	63
咬	52
逯	1
玮	5
弱	182
稳	196
架	357
茹	6
芸	5
主	139
膺	1
洽	12
沼	1
设	481
睁	34
雀	8
剃	6
泊	8
充	30
郄	5
忆	38
等	17314
晋	79
姊	1
廿	1
瀚	2
凌	64
佑	1
裔	2
呗	6
勘	4
糜	2
缤	1
条	3372
扣	161
既	2128
腥	1
癫	1
镭	2
铬	7
灯	117
叮	5
影	52
驳	7
已	10060
饵	3
锨	7
泼	26
课	200
需	635
阪	1
傅	356
帆	47
膏	5
戎	7
云	275
伐	22
态	17
谒	7
疗	15
龛	3
通	370
胯	1
悱	1
掣	7
肥	69
愤	8
涧	9
檩	2
垫	22
株	181
棱	4
甬	7
冯	448
刮	85
纱	17
缰	3
害	114
洱	1
头	906
抹	63
茸	1
滞	10
沽	1
贼	27
訾	3
雁	86
着	10092
郅	18
兄	12
叠	28
嫉	1
操	94
敌	80
侍	2
扎	129
滑	90
佐	6
诓	2
裕	9
癖	3
做	4513
毓	1
租	133
杠	9
揣	35
③	40
胥	15
Ⅴ	8
书	1372
芽	14
韫	12
哭	106
啬	1
凯	41
彰	6
奴	4
旷	4
晶	32
苹	1
恺	2
泽	14
阁	13
磁	13
咂	4
熄	9
崇	13
庆	115
灭	65
朋	8
颊	1
萍	43
斌	156
意	335
丑	33
辐	1
锗	2
皖	32
则	2228
厘	4
；	16336
尝	122
够	310
骞	9
挣	143
急	236
货	187
亦	270
讨	47
吭	2
鄯	1
蒜	16
鲲	6
堵	102
速	44
船	297
掸	3
肺	31
氽	1
秋	152
千	776
哂	2
酷	2
嵇	6
细	201
婉	4
磊	270
拎	32
蹑	1
运	268
俘	6
盖	262
牙	39
变	1115
竞	66
蟠	1
荣	226
哺	5
桀	1
滦	1
辄	6
嗬	32
酯	3
狮	12
翰	3
页	199
敷	6
批	2513
轻	190
胺	1
淼	5
西	424
禁	85
待	258
喉	9
合	282
袋	77
亏	78
膑	2
耐	65
枕	5
昔	8
骗	79
外	1765
尘	13
渴	18
席	149
沣	1
欢	24
两	13710
斩	15
萨	7
未	1411
箭	29
纯	96
钳	2
瞵	1
阴	47
褶	2
永	187
莽	10
璋	3
放	738
私	80
础	2
魂	71
必	248
鹄	1
勇	216
兆	3
呈	283
棋	121
坊	3
母	93
济	29
恐	23
蓓	5
荒	27
晔	8
奖	464
滥	83
烛	1
罚	176
绛	5
剜	1
盟	31
镞	1
泣	11
止	114
迥	2
拧	27
早	1098
士	32
马	1168
絮	4
灰	33
铳	1
韵	35
淹	36
佺	1
揽	33
扼	4
替	115
蕾	21
礁	2
噪	6
％	145
庄	128
切	135
唉	9
针	86
栋	85
踏	220
脑	83
写	1717
搓	21
排	427
蜕	1
濯	4
稗	1
首	2500
粘	18
逛	72
龚	310
匝	2
琼	40
队	777
簿	4
谣	3
订	127
交	740
慰	10
枪	91
焱	6
捉	31
琳	87
玲	150
皴	1
费	242
沸	1
总	1962
挽	36
押	13
祁	26
虾	39
黄	1310
片	920
准	359
镉	4
哈	221
腠	1
傣	4
乏	11
慑	3
插	108
穗	24
玥	2
遛	2
诎	1
棠	1
询	2
锜	1
级	679
执	39
懦	1
填	107
差	508
共	2278
味	109
史	299
直	253
腕	16
恻	1
俺	60
拼	75
颁	13
弄	171
率	192
逆	13
钉	31
锈	5
辏	1
谎	1
脐	1
戒	58
蚕	6
朔	6
宗	94
砖	86
踅	1
军	525
帚	1
劝	111
猜	19
瞟	2
吞	22
趣	34
溥	4
伤	215
控	39
撩	9
第	9
瓜	49
邱	202
焰	7
殷	76
油	212
贸	18
为	28856
抽	78
壁	17
罄	2
哉	31
畈	2
歌	341
俏	13
惑	10
腐	20
扒	18
伏	36
糙	1
嵘	6
卜	51
域	3
瑞	68
楠	46
牾	2
以	14931
⑧	1
徽	5
竭	2
兰	111
割	70
靴	2
请	1199
桶	176
苍	2
浸	20
臻	19
拽	20
柿	2
码	10
骂	78
帅	164
径	4
吉	214
漏	84
抒	11
昕	9
颖	35
庚	9
初	1103
真	978
璞	17
校	203
责	52
严	325
仇	15
茧	6
悦	31
夫	23
弈	4
扳	33
弯	46
粮	255
冰	162
申	95
劲	94
阵	51
土	277
趸	5
人	16955
央	1
秀	21
嫂	5
幅	502
升	263
诙	1
益	27
诌	1
住	1276
噌	4
拒	106
晕	8
柔	16
字	823
绚	1
坟	18
哞	2
衡	18
赣	32
翠	16
捧	147
惦	4
摩	16
旨	5
凰	2
陵	4
避	43
豹	7
毕	111
腻	8
板	53
宁	225
稀	28
射	86
缀	14
镖	1
沏	2
伎	1
成	3033
Ｏ	1
颗	297
龙	265
帘	4
力	239
钟	281
霞	35
计	236
薇	22
违	20
Ｎ	1
逞	5
到	18289
吴	1929
边	636
游	216
抻	5
贺	180
蒿	1
练	137
逊	12
巅	14
迂	29
陈	3235
啊	398
行	878
低	1404
藕	10
馏	1
策	64
忙	390
凝	9
停	360
哟	40
非	793
毡	2
代	1006
躺	108
汤	196
惧	11
晨	82
硬	256
糯	2
置	81
煲	2
闵	106
桨	8
迹	11
邕	2
恼	3
松	142
布	72
如	2684
历	33
眉	12
喊	156
植	97
氏	7
澎	11
挑	123
易	273
→	2
苯	4
※	6
９	626
鹅	10
创	583
兮	24
淋	13
炜	24
吟	26
迄	8
次	9654
渣	16
败	142
沤	2
性	26
暨	150
薪	25
夭	3
微	29
錱	1
阳	83
冲	278
电	7381
钴	6
样	73
悼	6
穴	13
魁	2
酊	1
囊	2
鳄	1
遇	213
鼠	26
盈	20
迎	236
拐	23
晓	25
氢	16
敕	2
绘	54
牛	311
榆	2
峻	18
瑟	2
捺	4
饭	227
磬	3
屯	2
危	29
勰	12
苒	1
／	397
跺	3
突	44
堂	63
醇	1
分	2058
圈	151
残	60
吊	32
袍	2
与	19851
抑	5
耒	1
撕	20
庙	22
８	1097
玛	1
尚	641
邝	3
焜	1
欠	192
辣	10
蠢	6
沥	1
贤	39
煌	13
蚩	1
木	73
宫	42
帮	402
励	15
麓	6
钵	3
锴	2
颈	14
伸	72
肽	1
显	159
嫁	44
心	869
糅	2
采	108
雉	5
毋	3
告	126
棍	5
浣	4
乎	39
苑	13
捐	227
染	84
恒	19
姗	6
给	5485
憎	3
郝	102
兜	17
驴	9
泥	49
赤	11
臧	17
杨	1834
狱	4
印	651
石	666
屁	1
骁	1
嗨	6
能	9038
晾	11
威	33
简	48
弃	41
颂	44
肢	2
彀	1
嘉	34
钊	13
于	8381
我	13411
掐	12
窖	3
猛	99
岚	10
逝	19
农	195
生	559
模	5
梢	1
谥	1
涤	3
愧	7
芦	2
＝	6
砭	1
累	170
爱	960
现	540
傲	19
吵	28
踹	4
妞	3
政	123
锡	14
居	461
璠	1
衍	21
槌	3
赏	47
从	12825
扑	119
提	405
垢	6
套	881
竖	29
忘	346
回	1040
诠	1
佣	1
绺	2
跤	12
慧	19
苦	285
〔	35
姬	18
绮	2
台	1276
靳	53
呵	46
间	1611
楷	6
迸	3
荻	17
恽	2
臼	1
曾	2845
境	35
形	103
宅	6
娄	23
皇	2
醉	49
〈	64
乖	3
辍	5
渌	1
斑	5
舔	3
店	330
崖	19
香	143
涅	3
钛	13
功	133
谠	1
讥	3
憩	1
怨	19
岫	2
挪	30
煸	2
镜	24
炳	1
露	74
核	250
欺	9
昼	5
抿	3
脾	12
局	717
寅	3
雇	34
商	142
凉	23
馍	2
半	993
乌	122
扔	91
邸	3
塘	28
鼎	11
缠	23
募	4
煞	26
淡	63
池	41
棣	4
掺	21
该	2485
褒	2
敦	2
恨	37
端	149
饮	61
鉴	42
价	162
赶	228
茎	10
禾	3
拿	1240
腾	45
堃	1
恪	1
碗	110
疆	20
焉	48
邈	1
谋	145
伍	197
二	2793
徙	1
穹	4
澜	4
题	278
君	67
定	504
障	8
贡	5
昧	10
您	586
措	2
弭	6
纬	6
妮	1
唱	396
钰	22
霁	6
论	249
朽	5
房	286
兴	354
审	76
诊	8
跷	7
陇	12
光	454
烈	19
及	4596
位	5797
槎	3
救	182
柒	2
捕	20
拔	41
鹗	1
飘	110
瑛	21
燎	2
坝	19
牟	25
赡	1
泠	6
衣	67
顺	79
步	744
旦	10
惨	12
揪	23
彭	672
驯	4
卵	6
昨	4
楹	4
裸	1
戍	1
找	994
曼	2
承	12
岁	2433
市	2154
骅	3
理	134
炉	21
趋	145
刊	38
笃	7
栎	1
撑	68
投	317
茔	1
得	5482
尖	19
墙	155
奠	1
霜	20
原	1363
禄	5
没	1716
丢	142
欤	2
萦	1
肩	68
锄	10
航	22
庭	22
Ｌ	6
钱	2985
田	729
决	64
防	203
猴	7
弋	1
琴	74
秃	4
鹂	3
魄	1
呆	74
先	990
跋	6
削	30
仍	2054
每	2015
晒	48
志	196
丸	11
痛	85
婚	13
坜	1
泡	61
赠	76
解	175
舶	1
此	3031
⑦	3
惩	11
慨	7
巫	13
续	50
彬	31
确	186
铱	6
镰	4
凳	14
咒	4
却	3158
迷	44
飨	22
裹	44
耕	33
旻	3
揿	1
封	398
证	140
震	110
选	493
冈	1
洋	100
犊	3
不	30314
斐	24
脓	1
扯	37
７	1025
媚	6
谡	1
溢	35
认	97
憨	7
紫	18
捆	47
鸭	42
蹙	2
爵	2
根	301
攻	126
溺	1
肾	25
籁	4
悖	8
寄	336
均	1387
铆	3
测	23
乍	34
欣	42
桌	49
鹿	71
罗	1139
糖	69
秘	14
镛	2
矜	4
象	16
珑	3
楣	1
滢	1
诤	1
擦	79
恩	35
鹭	1
壮	55
痰	21
关	464
盲	4
牵	78
莪	1
虽	682
漫	33
摔	72
征	100
窃	42
邪	25
馅	11
璇	12
圆	109
玉	65
刈	2
事	1823
焊	15
谌	3
抓	1518
攒	27
—	1865
岗	147
编	143
骚	1
娘	54
多	18209
喝	290
俎	1
澡	4
渠	40
铣	2
财	97
掩	24
隐	18
颉	1
劳	50
甲	47
况	5
铟	1
伶	2
坞	1
施	216
肿	15
哀	7
翁	38
诡	1
哇	17
珉	6
版	268
滋	2
煊	1
柑	6
族	25
拓	25
祢	8
联	141
鳗	1
篙	2
盛	167
奚	20
瑜	35
烟	130
卞	33
信	531
习	21
赢	155
僧	2
揩	4
卦	2
矩	2
畲	2
陨	4
骄	8
娃	19
啪	5
预	26
琇	1
劈	20
下	8658
熊	154
貌	10
栏	50
塬	1
悔	16
笙	1
窘	1
嘛	70
潮	111
璜	5
借	395
萧	90
艰	2
盆	81
崭	1
疲	11
谷	130
珈	1
欹	2
锰	9
蔽	6
撼	11
耿	43
珮	1
轩	34
卉	2
之	7366
释	19
淌	22
村	1258
打	1617
慕	21
饥	10
孙	1183
高	6253
姚	222
铜	85
珞	1
裤	9
摧	5
拨	169
自	1988
篮	8
困	43
闲	44
兵	246
郴	2
歹	1
聿	10
开	1885
它	4146
颅	2
处	1268
喇	1
匈	23
例	289
《	13013
暑	5
帖	7
缎	2
垛	4
砚	14
钝	3
甜	66
熟	78
亡	46
传	283
谢	544
斧	10
挨	56
怪	81
岭	16
皱	8
地	15342
渲	1
邵	157
氦	5
层	427
磅	6
症	24
陆	244
勉	7
午	1
赌	27
觏	1
邹	370
摒	1
腔	39
站	1071
存	255
矛	7
铝	18
畜	93
满	725
你	2817
豢	1
旧	673
择	28
快	1205
聪	18
峭	2
嵬	3
积	127
驮	12
物	200
右	240
醒	48
僵	7
访	617
混	43
艾	95
币	29
往	678
鬃	2
岂	103
妄	7
唇	3
皆	185
炊	1
涌	139
咱	148
析	15
撒	71
怕	347
痂	1
庖	1
官	353
碚	3
吝	1
喜	190
办	2183
渡	49
侠	15
b##b	825857
令	1329
推	253
Ｋ	3
夯	5
嘱	5
哲	11
逵	9
贷	79
溶	9
许	656
落	434
○	34
愿	789
繁	20
硅	6
海	431
镇	395
集	361
又	8529
郊	7
跌	230
虑	8
某	665
爹	5
恕	18
菏	1
廖	203
津	105
坛	8
飚	6
嗜	7
鲤	1
乡	757
正	2464
波	206
桥	192
曦	25
扩	142
祯	1
圩	2
即	1657
铲	36
灵	70
起	5812
件	1894
詹	38
诸	135
拾	48
腿	151
答	299
